word,auditory.mean,gustatory.mean,haptic.mean,interoceptive.mean,olfactory.mean,visual.mean,foot_leg.mean,hand_arm.mean,head.mean,mouth.mean,torso.mean,exclusivity.perceptual,dominant.perceptual,exclusivity.action,dominant.action,exclusivity.sensorimotor,dominant.sensorimotor
breeze,2.833,0.056,3.5,0.889,0.444,1.167,2.062,2.188,2.938,1.312,2.188,0.388,haptic,0.152,head,0.176,haptic
bridge,0.588,0.176,1.176,0.353,0.235,4.294,2.421,1.263,1.842,0.263,1.211,0.603,visual,0.308,foot_leg,0.298,visual
bright,0.176,0.0,0.353,0.706,0.059,4.706,0.45,0.6,3.95,0.65,0.4,0.784,visual,0.587,head,0.391,visual
broad,1.25,0.0,1.812,0.438,0.0,3.75,1.5,2.1,2.0,1.1,1.35,0.517,visual,0.124,hand_arm,0.245,visual
broken,2.059,0.294,3.294,1.412,0.353,4.471,1.55,2.6,2.65,1.6,1.35,0.351,visual,0.133,head,0.193,visual
brown,0.5,0.192,0.192,0.192,0.192,4.385,0.368,0.474,2.684,0.158,0.316,0.741,visual,0.632,head,0.438,visual
brushing,1.412,0.176,4.176,0.588,0.059,3.588,0.366,4.122,2.488,1.415,0.366,0.412,haptic,0.429,hand_arm,0.22,haptic
bud,0.684,0.526,1.737,1.0,2.632,3.684,0.053,1.368,1.211,0.789,0.105,0.308,visual,0.373,hand_arm,0.263,visual
bug,2.19,0.571,2.571,0.333,0.238,4.19,1.421,2.211,2.421,1.105,0.632,0.392,visual,0.23,head,0.221,visual
build,1.529,0.0,2.882,0.176,0.294,3.529,1.474,3.947,2.737,0.947,1.421,0.42,visual,0.285,hand_arm,0.208,hand_arm
building,1.0,0.05,2.25,0.4,0.4,4.5,1.9,3.15,2.35,0.4,1.5,0.517,visual,0.296,hand_arm,0.249,visual
bunch,0.81,0.381,1.571,0.476,0.381,3.333,0.35,1.35,1.25,0.15,0.2,0.425,visual,0.364,hand_arm,0.31,visual
bundle,0.375,0.0,2.125,0.188,0.125,3.438,0.348,1.826,1.304,0.217,0.565,0.55,visual,0.378,hand_arm,0.327,visual
burden,0.85,0.35,0.65,1.5,0.5,1.65,1.263,1.895,2.526,1.158,1.737,0.236,visual,0.16,head,0.155,head
burning,1.947,0.947,3.526,2.895,3.474,4.158,0.95,2.1,1.8,1.0,1.4,0.189,visual,0.159,hand_arm,0.133,visual
burnt,0.833,3.444,1.056,0.778,4.167,3.778,0.9,1.7,2.2,2.4,1.2,0.241,olfactory,0.179,mouth,0.151,olfactory
burst,2.833,0.389,0.833,0.889,0.111,3.333,0.4,0.75,1.45,0.8,0.4,0.384,visual,0.276,head,0.264,visual
bury,1.118,0.0,1.176,0.059,0.059,4.235,1.3,2.65,1.35,0.25,1.25,0.637,visual,0.353,hand_arm,0.315,visual
butter,0.389,4.611,2.833,0.444,2.611,3.778,0.056,2.5,2.389,4.444,0.5,0.288,gustatory,0.444,mouth,0.186,gustatory
buttered,0.056,3.5,2.111,0.0,1.722,3.389,0.05,3.55,1.65,2.05,0.3,0.325,gustatory,0.461,hand_arm,0.193,hand_arm
button,0.375,0.0,3.875,0.0,0.0,3.75,0.154,4.231,2.231,0.154,0.231,0.484,haptic,0.582,hand_arm,0.282,hand_arm
cabbage,0.471,3.882,2.353,0.588,2.588,3.471,0.095,2.429,1.952,4.333,0.905,0.256,gustatory,0.436,mouth,0.184,mouth
cage,1.0,0.0,3.389,0.167,0.222,4.111,1.176,2.353,2.765,0.765,1.176,0.462,visual,0.243,head,0.24,visual
cake,0.222,4.444,2.444,0.889,3.111,4.0,0.211,1.737,1.842,3.895,1.053,0.279,gustatory,0.422,mouth,0.178,gustatory
calamity,1.8,0.067,0.2,1.867,0.333,2.8,1.722,1.778,3.0,1.833,1.5,0.387,visual,0.153,head,0.174,head
call,4.55,0.1,0.3,0.65,0.05,1.75,0.316,2.526,3.421,4.579,0.684,0.608,auditory,0.37,mouth,0.239,mouth
calling,4.588,0.118,0.118,0.294,0.118,1.059,0.111,2.167,3.222,3.833,0.167,0.71,auditory,0.392,mouth,0.283,auditory
callous,2.034,0.172,2.034,0.759,0.172,2.862,0.647,1.206,2.676,1.559,0.176,0.335,visual,0.399,head,0.188,visual
calm,1.381,0.048,0.238,4.048,0.19,1.857,1.19,1.333,2.81,1.429,1.571,0.515,interoceptive,0.194,head,0.249,interoceptive
calmness,2.167,0.111,0.667,3.333,0.056,3.222,0.789,1.0,3.632,1.263,1.263,0.343,interoceptive,0.358,head,0.204,head
came,1.375,0.812,1.188,1.812,1.0,2.875,2.105,1.211,1.842,0.789,1.105,0.228,visual,0.187,foot_leg,0.129,visual
candle,0.353,0.059,2.176,0.412,3.824,4.647,0.526,2.421,3.368,0.579,0.526,0.4,visual,0.383,head,0.243,visual
candy,0.588,4.235,2.647,0.882,2.353,3.882,0.3,2.15,1.7,4.55,1.05,0.25,gustatory,0.436,mouth,0.175,mouth
cane,0.588,0.059,2.588,0.176,0.118,3.588,1.053,2.105,0.579,0.053,0.421,0.496,visual,0.488,hand_arm,0.312,visual
canister,0.316,0.0,2.579,0.158,0.0,3.421,0.05,1.75,1.7,0.2,0.45,0.528,visual,0.41,hand_arm,0.322,visual
canoe,0.778,0.111,3.222,0.444,0.278,4.222,1.2,3.2,1.8,0.35,1.5,0.454,visual,0.354,hand_arm,0.24,visual
capable,2.3,0.45,0.6,1.55,0.4,2.8,2.0,2.19,2.429,2.095,1.762,0.296,visual,0.064,head,0.129,visual
cape,0.588,0.118,2.588,0.294,0.647,3.824,0.2,1.75,1.45,0.05,2.5,0.46,visual,0.412,torso,0.269,visual
capital,1.6,0.0,1.0,0.133,0.6,3.867,0.529,1.059,2.235,0.941,0.412,0.537,visual,0.352,head,0.312,visual
capture,1.4,0.15,2.15,1.0,0.1,3.55,2.1,3.45,2.8,1.55,2.0,0.413,visual,0.16,hand_arm,0.17,visual
carafe,0.7,0.8,2.2,0.5,0.9,3.9,0.214,2.5,1.5,0.643,0.357,0.378,visual,0.438,hand_arm,0.259,visual
card,0.7,0.0,3.15,0.15,0.05,4.2,0.25,2.45,1.5,0.55,0.45,0.509,visual,0.423,hand_arm,0.312,visual
care,1.632,0.211,1.0,2.526,0.158,2.737,0.895,1.947,3.053,1.842,1.105,0.312,visual,0.244,head,0.169,head
careful,1.889,0.389,1.389,2.556,0.278,2.722,1.316,1.895,2.789,1.684,1.053,0.265,visual,0.199,head,0.14,head
careless,1.562,0.5,1.0,1.938,0.562,2.625,1.692,2.077,3.462,1.769,1.538,0.26,visual,0.182,head,0.158,head
carelessness,2.0,0.0,0.438,1.375,0.0,3.188,1.75,1.95,3.1,2.3,1.55,0.455,visual,0.146,head,0.181,visual
carpet,0.25,0.0,4.188,0.625,0.375,3.375,3.211,1.421,1.474,0.263,0.526,0.475,haptic,0.427,foot_leg,0.267,haptic
carriage,2.059,0.0,2.529,0.059,0.176,3.765,1.421,1.737,2.263,0.053,1.053,0.438,visual,0.339,head,0.249,visual
case,1.438,0.0,1.188,0.0,0.0,2.938,0.227,1.455,1.727,0.364,0.227,0.528,visual,0.375,head,0.307,visual
cast,1.529,0.765,1.824,0.765,0.824,3.235,1.357,2.429,1.786,0.929,1.0,0.276,visual,0.2,hand_arm,0.15,visual
casual,2.368,0.053,0.263,1.053,0.053,3.421,1.053,1.158,1.263,0.842,0.895,0.467,visual,0.081,head,0.271,visual
cat,3.526,0.263,3.632,0.105,1.579,4.789,1.053,2.842,2.842,0.579,1.474,0.337,visual,0.257,head,0.206,visual
catalogue,1.316,0.158,1.895,0.263,0.105,3.737,0.15,2.75,2.65,0.65,0.35,0.486,visual,0.397,hand_arm,0.259,visual
catholic,2.158,0.316,0.579,1.474,0.421,2.105,0.5,0.7,2.85,1.15,0.55,0.261,auditory,0.409,head,0.198,head
cattle,3.412,0.765,2.765,0.059,2.824,4.765,0.905,1.524,2.381,0.857,0.667,0.323,visual,0.271,head,0.225,visual
cause,1.389,0.0,0.278,0.778,0.0,2.5,1.0,1.789,2.526,1.789,0.579,0.506,visual,0.253,head,0.2,head
caution,2.0,0.062,0.312,2.375,0.062,2.688,1.667,1.714,3.048,1.81,1.429,0.35,visual,0.167,head,0.174,head
cautious,1.88,0.16,0.32,2.28,0.16,2.4,2.273,2.227,3.318,2.136,1.727,0.311,visual,0.136,head,0.167,head
ceiling,0.417,0.0,1.542,0.042,0.0,4.333,0.45,1.05,2.35,0.45,0.5,0.684,visual,0.396,head,0.389,visual
celery,0.895,4.421,3.368,0.632,2.895,3.684,0.526,1.684,1.263,2.684,0.789,0.238,gustatory,0.311,mouth,0.171,gustatory
cellar,1.0,0.071,0.857,0.143,1.929,4.143,1.85,1.75,2.65,0.5,0.95,0.5,visual,0.279,head,0.257,visual
center,0.263,0.0,0.842,0.526,0.0,3.158,0.842,1.0,1.684,0.263,0.579,0.659,visual,0.325,head,0.345,visual
central,0.929,0.071,1.143,1.357,0.357,3.071,0.421,0.737,1.789,0.842,0.737,0.433,visual,0.302,head,0.262,visual
certain,1.812,0.312,0.375,2.625,0.375,1.75,0.45,0.45,2.65,0.95,0.45,0.319,interoceptive,0.444,head,0.192,head
certainly,1.333,0.222,0.5,1.833,0.056,1.833,0.4,0.25,2.15,0.85,0.35,0.308,visual,0.475,head,0.214,head
certainty,1.824,0.294,0.294,2.412,0.294,1.647,0.381,0.667,3.143,2.143,0.333,0.313,interoceptive,0.421,head,0.212,head
chain,1.9,0.0,3.0,0.0,0.0,4.05,0.571,1.333,0.857,0.238,0.286,0.453,visual,0.333,hand_arm,0.331,visual
chair,0.35,0.0,3.75,0.0,0.0,4.35,3.158,2.789,2.158,0.316,2.842,0.515,visual,0.252,foot_leg,0.221,visual
chalk,1.364,0.591,3.591,0.273,1.227,4.136,0.333,3.952,1.81,0.524,0.476,0.346,visual,0.51,hand_arm,0.211,visual
chamber,0.353,0.0,1.294,0.0,0.235,4.353,0.476,1.0,1.0,0.429,0.476,0.698,visual,0.169,hand_arm,0.453,visual
chance,0.889,0.222,0.694,1.972,0.194,1.5,0.27,0.432,2.568,0.324,0.243,0.325,interoceptive,0.606,head,0.255,head
change,2.833,0.722,1.778,1.778,0.667,4.056,1.8,1.95,2.5,2.05,1.65,0.286,visual,0.085,head,0.156,visual
character,2.0,0.111,0.722,1.111,0.556,2.833,0.762,1.238,2.333,1.571,0.762,0.371,visual,0.236,head,0.194,visual
characteristic,1.647,0.706,0.824,1.118,0.765,2.765,0.8,1.3,2.4,1.1,0.6,0.263,visual,0.29,head,0.154,visual
charity,1.632,0.158,0.737,1.158,0.0,3.105,0.722,1.667,2.611,1.0,0.778,0.457,visual,0.279,head,0.229,visual
charlotte,1.571,0.357,0.643,0.0,0.714,3.5,0.579,0.684,2.0,0.684,0.211,0.516,visual,0.43,head,0.32,visual
charm,3.0,0.158,0.632,1.632,0.211,3.211,0.316,0.842,2.105,1.895,0.368,0.345,visual,0.324,head,0.212,visual
charming,3.55,0.25,0.8,2.3,0.4,3.65,0.4,0.9,3.35,3.3,0.8,0.311,visual,0.337,head,0.173,visual
chart,0.529,0.059,1.353,0.412,0.059,4.765,0.222,2.056,3.556,1.056,0.278,0.656,visual,0.465,head,0.328,visual
chat,4.297,0.0,0.054,0.486,0.027,2.946,0.105,0.684,3.263,4.684,0.526,0.55,auditory,0.494,mouth,0.274,mouth
cheap,1.062,0.5,1.188,0.312,0.438,2.812,0.421,0.842,3.105,0.737,0.579,0.396,visual,0.472,head,0.233,head
check,0.35,0.1,1.25,0.3,0.15,3.4,0.611,2.333,2.389,1.333,0.778,0.595,visual,0.239,head,0.254,visual
cheerfulness,3.0,0.176,0.824,4.235,0.176,3.235,1.167,1.611,4.111,3.222,1.278,0.348,interoceptive,0.259,head,0.176,interoceptive
cheese,0.375,3.938,2.25,0.0,3.062,3.25,0.05,2.25,2.35,4.05,0.85,0.306,gustatory,0.419,mouth,0.181,mouth
chess,0.647,0.0,2.765,0.118,0.0,4.529,0.65,3.3,3.75,1.35,0.9,0.562,visual,0.312,head,0.252,visual
chest,0.375,0.0,3.25,0.688,0.312,4.062,0.372,1.419,1.698,0.512,4.093,0.468,visual,0.46,torso,0.244,torso
chew,2.1,2.5,1.0,2.5,0.15,3.05,0.045,0.364,1.318,4.773,0.364,0.257,visual,0.689,mouth,0.26,mouth
chicken,2.947,4.0,2.684,0.579,3.0,3.947,0.762,2.143,2.667,3.238,1.143,0.199,gustatory,0.249,mouth,0.126,gustatory
china,1.111,0.5,0.722,0.222,0.444,2.889,0.789,1.158,3.211,1.0,0.684,0.453,visual,0.369,head,0.235,head
choice,1.394,0.485,0.909,1.636,0.515,2.242,0.742,1.29,3.71,1.774,0.516,0.245,visual,0.398,head,0.212,head
choke,2.0,0.19,1.238,3.333,0.0,2.857,0.8,2.25,2.75,4.05,1.15,0.347,interoceptive,0.295,mouth,0.196,mouth
choking,2.824,0.118,1.118,3.471,0.059,3.118,0.167,1.611,1.222,3.556,1.111,0.319,interoceptive,0.442,mouth,0.19,mouth
choose,2.278,0.722,1.333,1.833,0.944,3.278,0.333,2.667,3.238,2.095,0.381,0.246,visual,0.333,head,0.154,visual
choosing,1.722,1.222,1.389,1.611,1.0,3.0,0.368,2.579,3.211,2.368,0.737,0.201,visual,0.307,head,0.148,head
chosen,1.474,0.263,0.579,1.158,0.316,2.0,0.8,1.85,2.05,1.35,0.7,0.3,visual,0.2,head,0.142,head
church,3.75,0.05,1.4,1.25,0.65,4.25,2.105,2.526,4.053,2.316,1.842,0.37,visual,0.172,head,0.174,visual
cider,0.211,4.316,0.421,0.474,3.053,2.263,0.158,1.211,1.526,3.474,0.526,0.382,gustatory,0.481,mouth,0.236,gustatory
circle,0.0,0.158,1.526,0.684,0.0,4.526,0.714,2.429,2.429,1.048,0.524,0.656,visual,0.267,hand_arm,0.322,visual
circling,0.6,0.0,0.4,0.4,0.0,3.514,3.263,2.526,1.842,1.0,1.263,0.715,visual,0.229,foot_leg,0.237,visual
circular,0.111,0.0,2.5,0.333,0.0,3.889,0.842,1.526,2.737,0.579,0.368,0.569,visual,0.391,head,0.302,visual
circumstance,1.588,0.235,0.588,0.765,0.294,2.294,0.65,0.55,2.05,0.75,0.55,0.357,visual,0.33,head,0.2,visual
circumstances,2.474,0.368,0.632,1.0,0.368,2.684,0.6,0.7,1.25,0.6,0.55,0.308,visual,0.189,head,0.206,visual
claim,1.688,0.125,1.562,0.75,0.062,2.25,0.476,1.095,1.762,1.81,0.333,0.34,visual,0.27,mouth,0.184,visual
clam,0.278,1.611,0.833,0.222,0.722,2.333,1.1,2.55,2.4,2.55,1.05,0.352,visual,0.155,mouth,0.149,mouth
clamor,3.188,0.188,0.062,0.5,0.062,2.188,0.882,1.0,2.765,1.471,0.529,0.505,auditory,0.336,head,0.243,auditory
clash,2.433,0.233,1.267,0.467,0.2,2.933,1.065,1.903,2.355,1.29,1.0,0.363,visual,0.178,head,0.18,visual
class,2.941,0.824,0.706,1.941,1.0,3.647,1.25,1.75,3.562,2.625,1.375,0.266,visual,0.219,head,0.136,visual
clatter,4.105,0.053,0.579,0.316,0.0,1.105,0.889,2.222,2.611,0.778,0.222,0.667,auditory,0.355,head,0.319,auditory
clean,0.188,0.625,2.875,1.188,2.688,4.688,2.632,4.053,2.684,2.053,2.579,0.367,visual,0.143,hand_arm,0.171,visual
cleaner,0.722,0.278,1.389,0.278,2.611,3.278,1.2,2.35,1.4,0.75,1.15,0.351,visual,0.234,hand_arm,0.195,visual
cleaning,1.368,0.263,2.737,0.737,2.105,4.105,2.095,4.143,2.571,0.524,2.143,0.34,visual,0.315,hand_arm,0.17,hand_arm
cleansing,1.053,0.842,1.789,1.632,1.579,3.158,0.789,2.421,2.368,1.421,0.895,0.23,visual,0.207,hand_arm,0.132,visual
clear,2.062,0.188,0.625,0.625,0.125,3.75,0.9,1.45,2.95,1.5,0.8,0.492,visual,0.283,head,0.242,visual
clearly,2.85,0.65,1.1,0.85,0.8,3.6,0.4,0.85,3.2,1.35,0.4,0.299,visual,0.452,head,0.199,visual
clearness,1.294,0.412,0.471,0.647,0.353,4.0,0.333,0.389,3.667,1.0,0.333,0.508,visual,0.583,head,0.284,visual
clergyman,2.581,0.097,0.548,0.387,0.29,3.355,0.424,0.909,2.818,1.515,0.636,0.449,visual,0.38,head,0.24,visual
clever,2.7,0.2,0.7,2.1,0.1,2.95,0.429,0.857,3.143,1.714,0.238,0.326,visual,0.455,head,0.201,head
climate,1.158,0.211,1.421,2.053,0.474,3.474,2.294,2.647,3.353,1.824,2.529,0.371,visual,0.121,head,0.152,visual
climb,0.684,0.263,2.368,1.579,0.158,2.737,4.25,4.2,2.65,0.75,3.3,0.331,visual,0.231,foot_leg,0.178,foot_leg
climbing,0.95,0.0,3.7,2.15,0.2,3.6,3.833,4.278,2.333,1.056,2.833,0.349,haptic,0.225,hand_arm,0.172,hand_arm
cloak,0.529,0.118,2.765,0.294,0.294,3.706,0.632,1.789,1.684,0.474,2.211,0.466,visual,0.256,torso,0.248,visual
cloaking,0.765,0.353,1.235,0.765,0.294,2.647,0.412,1.647,0.706,0.294,1.176,0.388,visual,0.319,hand_arm,0.229,visual
clock,2.579,0.053,1.474,0.474,0.105,4.316,0.176,1.529,2.941,0.353,0.118,0.474,visual,0.552,head,0.302,visual
close,2.526,0.421,2.368,1.368,0.684,3.842,1.381,2.762,3.0,1.381,1.524,0.305,visual,0.161,head,0.161,visual
closed,1.85,0.05,1.6,0.1,0.1,4.25,0.722,3.056,1.278,1.833,0.667,0.528,visual,0.316,hand_arm,0.271,visual
closer,0.882,0.294,2.176,1.529,0.882,2.706,1.81,2.19,2.571,1.571,1.571,0.285,visual,0.103,head,0.133,visual
closet,0.19,0.0,1.429,0.095,0.333,4.143,1.105,1.579,1.474,0.158,0.368,0.669,visual,0.303,hand_arm,0.381,visual
cloth,0.625,0.0,4.438,0.312,0.75,4.5,1.762,2.952,1.19,0.333,2.143,0.424,visual,0.312,hand_arm,0.237,visual
clothes,0.35,0.0,4.45,0.45,1.65,4.55,3.9,3.8,2.3,0.4,4.45,0.397,visual,0.273,torso,0.173,visual
cloud,0.0,0.0,0.35,0.05,0.15,4.9,0.318,0.364,2.909,0.364,0.227,0.899,visual,0.641,head,0.509,visual
clouded,0.222,0.222,0.0,0.944,0.333,4.056,0.3,0.7,2.55,0.55,0.4,0.702,visual,0.5,head,0.395,visual
cloudiness,0.667,0.0,0.2,0.267,0.133,4.733,0.118,0.412,3.176,0.353,0.118,0.789,visual,0.732,head,0.465,visual
coach,4.0,0.0,0.647,0.294,0.176,4.059,1.105,1.421,3.053,2.632,1.0,0.442,visual,0.223,head,0.221,visual
coagulation,0.545,0.455,1.818,0.727,0.455,3.0,0.529,0.941,1.529,0.765,0.647,0.364,visual,0.227,head,0.223,visual
coal,0.176,0.235,2.412,0.0,2.176,4.176,0.2,1.45,1.05,0.2,0.25,0.455,visual,0.397,hand_arm,0.339,visual
coat,0.361,0.0,4.0,0.528,0.667,3.861,0.333,2.857,0.476,0.095,2.905,0.425,haptic,0.421,torso,0.249,haptic
cocoa,0.235,4.647,1.294,0.294,3.824,3.471,0.05,1.7,2.05,3.75,0.35,0.321,gustatory,0.468,mouth,0.212,gustatory
cod,0.722,3.944,2.167,0.667,2.722,3.5,0.158,1.684,1.895,3.368,0.842,0.239,gustatory,0.404,mouth,0.175,gustatory
coffee,1.0,4.611,1.722,1.556,4.278,4.0,0.19,2.0,2.143,4.095,1.286,0.21,gustatory,0.402,mouth,0.164,gustatory
cohesive,1.588,0.471,0.765,0.765,0.588,2.882,0.421,1.316,2.947,1.842,0.421,0.342,visual,0.364,head,0.18,head
coke,0.947,4.184,1.263,1.237,1.5,3.579,0.0,1.947,1.947,4.105,0.263,0.255,gustatory,0.497,mouth,0.199,gustatory
cold,0.368,1.263,4.105,3.526,0.316,1.684,3.263,3.526,3.263,2.053,3.632,0.336,haptic,0.1,torso,0.14,haptic
colder,0.389,0.556,3.667,3.333,0.056,1.167,2.368,2.632,2.632,1.737,2.526,0.394,haptic,0.075,head,0.171,haptic
collapse,2.056,0.0,1.0,1.333,0.111,3.667,1.8,2.1,2.25,0.85,1.8,0.449,visual,0.159,head,0.216,visual
collar,0.263,0.053,3.368,0.474,0.105,3.474,0.1,1.3,2.85,0.65,1.15,0.442,visual,0.455,head,0.248,visual
collect,0.75,0.35,1.3,0.45,0.25,2.8,1.0,2.65,1.95,0.95,0.75,0.432,visual,0.26,hand_arm,0.193,visual
collection,1.15,0.15,1.9,0.4,0.2,4.2,0.6,2.8,2.95,1.1,0.6,0.506,visual,0.292,head,0.252,visual
color,0.25,0.0,0.139,0.417,0.0,4.944,0.242,1.394,4.03,0.424,0.303,0.86,visual,0.592,head,0.407,visual
colored,0.0,0.0,0.158,0.0,0.0,4.842,0.15,1.5,3.5,0.4,0.15,0.968,visual,0.588,head,0.453,visual
coloring,0.25,0.25,1.062,0.375,0.25,4.438,0.056,3.278,1.722,0.111,0.444,0.632,visual,0.574,hand_arm,0.358,visual
colors,0.706,0.412,0.412,0.765,0.412,5.0,0.0,0.143,4.048,0.0,0.0,0.595,visual,0.966,head,0.42,visual
comb,0.579,0.0,4.158,0.842,0.053,3.895,0.0,3.9,4.1,0.1,0.15,0.436,haptic,0.497,head,0.234,haptic
combing,0.778,0.167,4.0,0.889,0.389,2.889,0.045,3.591,2.727,0.045,0.182,0.421,haptic,0.538,hand_arm,0.252,haptic
come,1.357,0.0,0.393,0.536,0.0,2.464,1.429,1.238,1.381,0.571,1.0,0.519,visual,0.153,foot_leg,0.238,visual
comes,0.824,0.0,0.0,0.0,0.0,2.294,1.789,0.579,1.211,0.579,0.474,0.736,visual,0.284,foot_leg,0.296,visual
coming,2.348,0.478,0.652,1.348,0.348,3.652,3.737,1.632,2.895,1.263,1.632,0.374,visual,0.222,foot_leg,0.17,foot_leg
commensurate,1.083,0.0,0.25,1.167,0.0,1.917,0.133,0.733,2.467,1.267,0.4,0.434,visual,0.467,head,0.262,head
complain,3.95,0.0,0.2,1.3,0.0,1.0,0.3,1.05,3.35,4.5,0.4,0.612,auditory,0.438,mouth,0.28,mouth
complexion,0.111,0.0,0.778,0.0,0.0,4.167,0.842,1.421,3.526,0.526,0.684,0.824,visual,0.429,head,0.346,visual
complication,0.833,0.056,0.0,0.611,0.0,1.611,0.684,1.0,2.053,1.474,0.526,0.518,visual,0.266,head,0.232,head
composed,1.562,0.0,0.375,2.0,0.0,2.125,1.429,2.286,2.643,1.5,1.357,0.351,visual,0.14,head,0.173,head
compressed,0.784,0.027,2.514,1.162,0.054,3.405,0.789,2.579,1.842,0.684,0.842,0.425,visual,0.281,hand_arm,0.23,visual
conclusion,2.667,0.111,0.833,1.167,0.167,3.222,0.0,0.368,2.474,1.0,0.053,0.381,visual,0.635,head,0.267,visual
condensed,0.737,0.684,1.263,0.053,0.053,2.579,0.316,1.263,2.263,1.158,0.316,0.471,visual,0.366,head,0.236,visual
confusing,2.211,0.053,0.579,2.0,0.211,2.474,0.35,0.55,3.3,1.25,0.45,0.322,visual,0.5,head,0.242,head
connect,1.158,0.263,1.579,1.105,0.211,2.842,0.75,2.3,1.8,1.25,0.55,0.368,visual,0.263,hand_arm,0.191,visual
connection,1.158,0.474,2.053,1.579,0.579,2.684,1.111,2.444,2.333,1.167,1.111,0.259,visual,0.163,hand_arm,0.132,visual
consequence,2.0,0.15,0.65,2.35,0.35,2.2,1.1,1.4,2.8,1.95,1.15,0.286,interoceptive,0.202,head,0.165,head
consider,1.6,0.45,0.45,2.1,0.4,1.55,0.0,0.091,3.864,1.409,0.045,0.26,interoceptive,0.714,head,0.323,head
considerable,0.742,0.097,0.226,0.774,0.129,1.194,0.375,0.875,2.406,1.0,0.469,0.347,visual,0.396,head,0.279,head
consideration,2.714,0.143,0.357,1.571,0.286,2.571,0.333,0.5,3.056,1.167,0.444,0.336,auditory,0.495,head,0.222,head
considering,1.9,0.15,0.05,2.2,0.15,1.7,0.19,0.333,2.81,0.857,0.095,0.35,interoceptive,0.633,head,0.264,head
constant,1.222,0.278,0.444,1.444,0.5,2.222,0.5,0.75,1.25,0.7,0.45,0.318,visual,0.219,head,0.199,visual
constipation,0.688,0.188,1.062,4.562,0.75,1.125,0.667,0.0,0.611,0.0,2.611,0.522,interoceptive,0.671,torso,0.372,interoceptive
construction,2.875,0.125,0.875,0.25,0.25,4.062,2.0,2.905,1.857,0.952,2.095,0.467,visual,0.199,hand_arm,0.216,visual
consuming,1.45,2.6,1.35,2.2,1.15,2.9,0.5,1.75,2.05,4.65,1.45,0.15,visual,0.399,mouth,0.188,mouth
continue,0.722,0.278,0.278,0.389,0.056,1.278,1.053,1.105,1.421,0.895,0.842,0.407,visual,0.109,head,0.164,head
continuous,2.111,0.333,1.333,1.111,0.444,3.333,1.421,1.632,2.526,1.474,0.632,0.346,visual,0.247,head,0.183,visual
contradiction,3.353,0.235,0.471,1.941,0.176,2.176,0.3,0.35,2.4,2.35,0.3,0.38,auditory,0.368,head,0.226,auditory
control,2.263,0.316,1.684,2.526,0.316,3.421,2.571,3.81,3.619,3.143,2.476,0.295,visual,0.085,hand_arm,0.134,hand_arm
conundrum,2.643,0.0,0.429,1.929,0.0,2.429,0.143,0.095,2.667,1.0,0.19,0.356,auditory,0.628,head,0.231,head
convincing,2.714,0.333,0.667,1.524,0.333,1.952,0.619,1.0,2.905,3.429,0.714,0.316,auditory,0.324,mouth,0.191,mouth
cook,2.688,2.625,2.875,0.938,4.25,4.25,1.045,4.273,3.5,2.091,0.727,0.188,olfactory,0.305,hand_arm,0.121,hand_arm
cooking,2.619,4.476,3.333,1.714,4.095,4.0,0.95,4.45,3.8,2.85,1.25,0.136,gustatory,0.263,hand_arm,0.105,gustatory
cool,0.381,0.762,3.571,1.667,0.048,1.19,1.545,1.909,2.455,1.727,1.5,0.462,haptic,0.104,head,0.21,haptic
cooler,0.731,0.654,3.423,3.0,0.538,1.731,1.286,2.714,2.905,2.048,1.381,0.286,haptic,0.157,head,0.141,haptic
cooling,1.294,1.235,3.353,2.824,0.824,2.176,0.556,1.778,1.889,0.833,1.111,0.216,haptic,0.216,head,0.157,haptic
copied,1.5,0.278,0.333,0.389,0.444,3.667,0.45,2.65,2.55,1.85,0.7,0.513,visual,0.268,hand_arm,0.229,visual
copper,0.556,0.222,2.944,0.389,1.0,4.444,0.368,2.263,2.316,0.211,0.211,0.442,visual,0.392,head,0.284,visual
cork,1.118,0.176,3.235,0.059,0.529,3.706,0.182,2.136,1.091,0.636,0.318,0.413,visual,0.448,hand_arm,0.277,visual
corn,0.632,4.579,3.053,1.263,2.842,4.105,0.474,2.579,1.579,3.684,0.368,0.24,gustatory,0.382,mouth,0.167,gustatory
corner,0.649,0.108,2.378,0.135,0.162,3.973,1.368,1.421,2.211,0.579,0.947,0.522,visual,0.25,head,0.277,visual
correction,2.294,0.176,0.471,0.235,0.176,3.235,0.45,1.5,2.5,1.9,0.5,0.464,visual,0.299,head,0.228,visual
cost,2.444,0.111,0.944,0.722,0.111,4.167,0.278,0.667,2.222,0.611,0.167,0.477,visual,0.521,head,0.326,visual
costume,0.364,0.0,1.955,0.5,0.182,4.273,2.55,3.25,3.4,1.2,3.15,0.588,visual,0.162,head,0.205,visual
cotton,0.25,0.3,3.8,0.25,0.8,3.6,1.136,3.045,1.727,0.773,1.318,0.394,haptic,0.284,hand_arm,0.209,haptic
cough,4.0,1.0,0.875,3.688,0.938,2.875,0.05,0.4,0.95,4.7,2.15,0.234,auditory,0.564,mouth,0.215,mouth
could,1.529,0.176,0.412,1.647,0.118,1.412,0.842,1.211,2.105,1.316,0.895,0.289,interoceptive,0.198,head,0.17,head
count,3.059,0.0,0.647,0.0,0.0,2.824,0.579,2.316,3.421,2.053,0.421,0.468,auditory,0.341,head,0.223,head
