word,appears_in,Auditory.mean,Dominant.action,Dominant.perceptual,Dominant.sensorimotor,Exclusivity.action,Exclusivity.perceptual,Exclusivity.sensorimotor,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
late,"['4po', '95po']",1.611,head,visual,visual,0.297,0.5,0.303,0.95,0,0.6,0.056,1.85,1.833,0.65,0,0.5,3.5
lately,['11po'],0.412,head,interoceptive,head,0.681,0.512,0.4,0.048,0,0.048,0,2.381,1.294,0.857,0,0.095,0.824
later,['4po'],1.556,head,auditory,head,0.242,0.253,0.185,0.85,0.278,0.9,0.278,2.4,1.278,1.4,0.278,0.85,1.389
laugh,"['52po', '53po']",4.294,mouth,auditory,auditory,0.351,0.269,0.159,0.579,0.706,0.842,1.176,3,3.471,4.105,0.706,1.526,3
laughable,['70po'],3.111,mouth,auditory,auditory,0.342,0.444,0.209,0.35,0.111,0.55,0.056,2.65,1.444,3,0.111,1.2,2.056
lax,['10po'],1.467,head,visual,visual,0.182,0.41,0.219,0.789,0,1.211,0.4,1.789,1.867,0.737,0.2,1.263,2.733
lay,"['84to', '95po']",0.263,head,interoceptive,head,0.23,0.36,0.182,2.706,0,2.824,1.579,3.529,2.368,0.588,0.053,3.118,2.316
lead,"['12po', '54po']",1.294,head,visual,visual,0.234,0.435,0.266,1.053,0.294,1,1.176,1.368,0.529,1.316,0.529,0.211,3.471
leading,"['45po', '51po', '97po']",2,head,visual,visual,0.279,0.472,0.214,1.55,0,1.4,0.581,3,1.355,2.5,0,0.5,3.516
leadish,['45po'],1.294,head,visual,visual,0.234,0.435,0.266,1.053,0.294,1,1.176,1.368,0.529,1.316,0.529,0.211,3.471
leaf,"['72po', '80po', '85po', '107po']",1.421,hand_arm,visual,visual,0.295,0.392,0.255,1.095,0.684,2.286,4,1.857,0,0.619,1,0.429,4.579
lean,"['45po', '77po']",0.333,torso,visual,visual,0.207,0.409,0.18,2.095,0.778,1.952,2,2,0.944,0.81,0.222,2.81,3.333
leaning,"['43po', '45po', '58po']",0.263,torso,visual,visual,0.232,0.412,0.195,2.35,0.105,2.2,2.737,2.25,1.895,0.4,0.158,2.7,3.789
learn,['20po'],3.941,head,auditory,head,0.396,0.269,0.176,0.81,0.765,1.381,1.765,4.476,1.529,2.286,0.588,0.667,3.882
learning,"['17po', '59po']",3.579,head,auditory,head,0.341,0.202,0.145,1.05,1.053,1.65,1.632,3.95,1.789,1.8,1.053,0.8,3.421
least,"['42po', '97po']",1.167,head,visual,visual,0.23,0.402,0.233,0.5,0.222,1,0.556,1.2,0.611,0.65,0.278,0.35,2.278
leather,"['45po', '52po', '109po']",0.75,hand_arm,visual,visual,0.296,0.354,0.236,1.333,0.1,2.19,4,1.524,0.15,0.286,3.2,1.095,4.65
leave,"['49po', '51to', '78po', '84po', '97po']",1.25,foot_leg,visual,foot_leg,0.236,0.409,0.201,3.15,0.25,1.55,0.55,1.7,0.85,1.1,0.25,1.2,2.6
leaves,"['2po', '84po']",2.526,head,visual,visual,0.291,0.335,0.205,1.471,0.421,2.294,2.368,2.647,0.579,0.471,1.526,0.588,4.368
leaving,['20po'],1.667,foot_leg,visual,foot_leg,0.197,0.492,0.213,4,0,2,0.389,2.8,1.278,1.6,0,1.8,3.222
lecture,"['59po', '109po']",4.45,head,auditory,auditory,0.345,0.567,0.246,0.579,0,1.316,0.15,4.105,0.25,3.474,0,0.737,3
left,"['10po', '18po', '35po', '59po', '92po', '93po', '95po', '109po']",0.824,head,visual,visual,0.294,0.42,0.196,1.895,0.059,2.316,1.706,2.474,1.118,0.263,0.059,0.579,2.824
leisure,['60po'],1.882,head,visual,visual,0.157,0.32,0.147,2.316,0.118,2.211,1.353,2.842,2.529,1.211,0.059,1.842,2.882
length,"['10po', '13po', '15po', '29po', '58po', '109po']",0,hand_arm,visual,visual,0.257,0.785,0.313,1.789,0,2.579,1.111,2,0,0.579,0,0.842,4.056
leniently,['60po'],2.412,head,auditory,auditory,0.361,0.466,0.228,0.45,0,0.8,0,2.3,1.118,1.5,0,0.35,1.647
less,"['40po', '48po', '68po', '71po', '94po', '108po', '109po']",1.588,head,visual,visual,0.318,0.303,0.196,0.45,0.824,1.4,1.529,2.15,0.824,0.8,0.588,0.55,3.176
lesson,"['20po', '109po']",3.579,head,visual,visual,0.367,0.295,0.175,0.444,0.789,1.5,1.474,3.278,1,2.056,0.474,0.444,3.737
let,"['6po', '54po', '57po', '95po']",1.353,head,visual,head,0.223,0.341,0.177,0.833,0.118,1.278,0.353,2.167,1,1.778,0.235,0.667,1.765
letter,"['38po', '45po', '59po', '108po', '109po']",0.421,head,visual,visual,0.483,0.611,0.3,0,0.158,3,2.053,3.45,0,0.5,0.053,0.2,4.211
liberty,['58po'],1.45,head,interoceptive,head,0.203,0.361,0.188,0.9,0.05,1.3,0.3,2.5,1.95,2.05,0,1.15,1.65
life,"['45po', '109po']",2.9,head,visual,head,0.04,0.07,0.052,3.286,2.3,3.476,2.5,4,3.25,3.571,2.2,3.571,3.35
lifts,['16po'],1.133,hand_arm,visual,hand_arm,0.424,0.319,0.204,3,0.4,4.316,3.467,0.684,1.733,0.053,0.333,2,3.8
light,"['2po', '4po', '34po', '42po', '43po', '58po', '59po', '68po', '109po']",0.2,head,visual,visual,0.646,0.771,0.41,0.211,0.05,0.842,0.6,3.579,0.4,0.368,0.05,0.211,4.6
lightening,['42po'],1.722,head,visual,visual,0.628,0.636,0.403,0.35,0,0.4,0.111,2.45,0.278,0,0.333,0.7,4.278
lighter,"['10po', '109po']",0.727,hand_arm,visual,hand_arm,0.398,0.385,0.212,0.636,0.273,3.591,2.091,2,1.045,0.727,0.591,0.591,3.409
lightly,['60po'],1.524,hand_arm,haptic,haptic,0.214,0.265,0.137,2,0.667,3.05,3.333,2,1.714,1.25,0.762,1.05,2.048
like,"['2po', '17po', '18po', '49po', '58po', '59po']",1.667,head,interoceptive,head,0.245,0.17,0.123,1.105,1.286,1.684,1.476,3.789,3.143,2.895,1.476,1.474,1.857
likely,"['2po', '4po', '47po', '59po', '60po', '65po', '72po', '109po']",1.176,head,visual,head,0.546,0.302,0.282,0.222,0.235,0.444,0.294,3.167,1.353,1.111,0.235,0.444,1.765
likeness,"['28po', '58po', '59po', '61po', '109po']",1.5,head,visual,visual,0.292,0.281,0.188,0.684,1.111,0.947,0.889,2.421,1.556,1.105,1.167,0.789,3.667
likes,['68po'],1.667,head,interoceptive,head,0.245,0.17,0.123,1.105,1.286,1.684,1.476,3.789,3.143,2.895,1.476,1.474,1.857
lilacs,['58po'],0.375,head,visual,visual,0.417,0.381,0.238,0.286,0.25,1.857,1.875,2.905,0.312,0.952,3.438,0.286,4.25
lilies,['9po'],0.056,head,visual,visual,0.467,0.398,0.237,0.118,0.222,3,2.833,3.471,0.167,0.353,3.056,0.235,4.278
lily,['9po'],0.056,head,visual,visual,0.467,0.398,0.237,0.118,0.222,3,2.833,3.471,0.167,0.353,3.056,0.235,4.278
lime,['45po'],0.158,mouth,visual,mouth,0.542,0.305,0.197,0.1,3.842,1.6,1.789,1.25,0.105,3.95,2.632,0.2,3.895
line,"['8po', '13po', '59po', '61po', '68po', '109po']",0.889,head,visual,visual,0.528,0.656,0.421,0.947,0,0.842,1.222,2,0.222,0,0,0,4.444
linen,"['58po', '109po']",0.55,hand_arm,haptic,haptic,0.304,0.377,0.204,1.556,0.1,3.278,4,1.833,0.25,0.611,1.45,1.5,4
lines,['42po'],0.889,head,visual,visual,0.528,0.656,0.421,0.947,0,0.842,1.222,2,0.222,0,0,0,4.444
lining,"['4po', '58po']",0.611,hand_arm,visual,visual,0.137,0.467,0.217,1.5,0,2.35,3.056,2.15,0.222,1.15,0.167,1.6,3.556
lip,['53po'],0.647,mouth,visual,mouth,0.664,0.272,0.267,0,1.471,0.5,2.941,1.65,1.176,4.25,0.353,0,2.941
liquid,['44po'],2.318,mouth,visual,visual,0.155,0.161,0.093,1.647,3.068,3.118,3.607,2.941,1.354,3.176,1.566,1.294,3.901
liquor,['59po'],0.389,mouth,gustatory,gustatory,0.419,0.274,0.187,0.318,4.944,1,1.111,1.773,2.444,3.727,3.667,1.318,4.056
little,"['2po', '11po', '22po', '37to', '40po', '42po', '43po', '45to', '45po', '46po', '47po', '49po', '52po', '53po', '54po', '58po', '59po', '61po', '63po', '65po', '66po', '68po', '69po', '70po', '71po', '72po', '73po', '78po', '79po', '81po', '83po', '85po', '91po', '95po', '97po', '109po']",1.667,head,visual,visual,0.329,0.468,0.323,0.65,0.278,0.8,1.556,1.65,0.833,0.35,0.167,0.5,4.278
loaf,['80po'],0.222,hand_arm,visual,visual,0.169,0.34,0.168,1.211,2.056,2.737,1.444,2,0.389,1.684,1.5,1.421,3.222
loaves,['88po'],0.222,hand_arm,visual,visual,0.169,0.34,0.168,1.211,2.056,2.737,1.444,2,0.389,1.684,1.5,1.421,3.222
long,"['12po', '13to', '13po', '19po', '24po', '58po', '72po']",1.529,head,visual,visual,0.187,0.455,0.247,1.545,0.294,1.909,1.941,2,0.824,0.682,0,0.909,3.824
longer,"['10po', '17po', '58po', '95po', '109po']",1.111,head,visual,visual,0.118,0.459,0.193,1.9,0.056,2.2,1.556,2.8,1.167,1.6,0.056,1.7,3.444
looking,"['47po', '109po']",0,head,visual,head,0.708,0.964,0.432,0.2,0,0.6,0,4.8,0.167,0.6,0,0.3,4.444
loose,"['67po', '68po']",0.737,hand_arm,haptic,haptic,0.155,0.421,0.195,1.762,0.053,2.571,3.421,1.952,0.895,1.143,0.105,1.81,2.789
looseness,['58po'],0.133,hand_arm,visual,visual,0.109,0.494,0.213,1.333,0,2.167,1.867,1.5,0.933,1.333,0,1.333,2.867
losing,['11po'],1.667,head,visual,visual,0.237,0.389,0.202,1.056,0.143,1.056,0.095,2.389,2.286,0.944,0,0.889,2.667
loss,"['7po', '60po', '109po']",1.722,head,interoceptive,interoceptive,0.308,0.359,0.214,0.65,0,0.75,1.167,2.45,3.111,0.95,0,1.05,2.667
loud,"['7po', '43po', '67po']",4.68,head,auditory,auditory,0.256,0.701,0.301,0.864,0,1.182,0.08,3.045,0.96,3,0,0.773,0.96
louder,['59po'],4.68,head,auditory,auditory,0.256,0.701,0.301,0.864,0,1.182,0.08,3.045,0.96,3,0,0.773,0.96
lounge,['79po'],1.294,foot_leg,visual,visual,0.199,0.484,0.215,3,0,2.471,1.941,2.176,0.824,0.765,0.588,2.824,4.353
lovely,['58po'],2,head,visual,head,0.209,0.175,0.125,1.526,1.286,2,1.095,3.895,2.429,2.316,1.286,1.579,3.048
loving,['60po'],2.05,head,interoceptive,interoceptive,0.156,0.261,0.132,1.368,0.55,2.526,2.5,3.211,3.7,2.632,0.6,2.105,2.65
luck,"['61po', '68po']",1.053,head,interoceptive,head,0.214,0.445,0.191,1,0,1.389,0.421,2.889,2.789,2.167,0,1.389,2
lunch,"['68to', '68po']",0.944,mouth,gustatory,gustatory,0.367,0.218,0.165,0.238,4.778,2,2.667,2.286,1.778,3.857,3.444,1.476,4
lying,"['31po', '109po']",3,mouth,auditory,mouth,0.312,0.403,0.223,0.81,0,0.905,0.167,3.19,2.111,3.81,0,0.905,2.167
machinery,['13po'],3.529,hand_arm,visual,visual,0.219,0.391,0.21,1.5,0.059,3,1.765,2.611,0.235,0.944,0.941,1.333,4.294
made,"['10po', '12po', '24po', '37po', '38po', '41po', '59po', '62po', '72po', '108po', '109po']",0.789,hand_arm,visual,visual,0.18,0.455,0.186,0.9,0.263,2.25,1.526,2.15,0.263,0.95,0,1.25,2.368
main,['17po'],0.914,head,visual,head,0.329,0.325,0.188,0.471,0.314,0.853,0.429,2,0.629,0.706,0.314,0.618,1.714
make,"['10po', '24po', '29po', '35po', '58po', '59po', '60po', '78po', '91po', '95po', '109po']",2.111,hand_arm,visual,visual,0.341,0.166,0.139,0.722,1.333,3,3.056,1.722,1.556,0.667,1.278,0.722,3.389
makes,"['2po', '5po', '8po', '10po', '12po', '13po', '22po', '28po', '30po', '31po', '42po', '45po', '48po', '57po', '58po', '59po', '60po', '63po', '68po', '72po', '73po', '77po', '92po', '109po']",2.111,hand_arm,visual,visual,0.341,0.166,0.139,0.722,1.333,3,3.056,1.722,1.556,0.667,1.278,0.722,3.389
making,"['20po', '109po']",1.312,hand_arm,visual,hand_arm,0.257,0.357,0.183,1.2,0.562,3.9,2.438,2.55,0.562,1.4,0.375,1.45,3.5
malachite,['32to'],0.556,head,visual,visual,0.414,0.471,0.258,0.45,0.389,1.85,1.889,2.55,0.389,0.45,0.167,0.25,3.333
man,"['54po', '97po', '109po']",3.647,head,visual,visual,0.22,0.165,0.11,1.176,1.353,2.059,2.824,3.353,2.235,1.412,2.235,1.882,4.059
managed,['80po'],2.056,head,visual,visual,0.299,0.442,0.202,0.5,0,1.5,0.333,2.55,0.833,1.7,0,0.6,2.556
manifold,['12po'],1.188,head,visual,visual,0.462,0.394,0.266,0.267,0.062,1,1.844,1.8,0.375,0.2,0.844,0.2,2.906
manly,['26po'],2.55,head,visual,visual,0.081,0.305,0.16,1.75,0.1,1.95,1.3,2.45,2.2,1.65,1.4,2.1,3.45
many,"['2po', '12po', '54po', '60po', '109po']",2.19,head,visual,visual,0.439,0.378,0.227,0.286,0.286,1.476,2.048,2.857,0.333,0.81,0.333,0.429,3.619
mark,"['11po', '29po']",0.286,hand_arm,visual,hand_arm,0.411,0.709,0.28,0.65,0,3.75,0.952,2.3,0.286,1.05,0,0.4,3.714
martial,['60po'],1.471,hand_arm,visual,visual,0.149,0.462,0.208,1.167,0,1.444,0.471,1.222,0.471,0.611,0.059,1.167,2.118
mass,"['68po', '97po']",1.118,head,visual,visual,0.263,0.397,0.21,1.25,0.176,1.125,2.118,2.625,0.941,0.75,0.294,1.375,3.353
mat,['60po'],0.056,foot_leg,visual,visual,0.429,0.535,0.312,2.8,0,1.85,3.722,0.85,0,0.1,0.333,0.7,4.722
match,['54po'],1.75,head,visual,visual,0.469,0.36,0.243,0.118,0.062,1.412,1.688,1.824,0.25,0.353,1.188,0.059,2.875
matches,['2po'],1.75,head,visual,visual,0.469,0.36,0.243,0.118,0.062,1.412,1.688,1.824,0.25,0.353,1.188,0.059,2.875
mathematics,['58po'],1,head,visual,head,0.399,0.632,0.283,0.421,0.118,2.526,0.059,4.158,0.588,1.842,0.059,0.421,3.294
may,"['4po', '109po']",0.758,head,visual,visual,0.208,0.309,0.218,0.333,0.242,0.333,0.485,0.833,1.091,0.567,1.182,0.333,2.03
meadow,"['30po', '58po']",0.684,head,visual,visual,0.245,0.485,0.255,2.105,0.053,1.737,1.579,2.474,0.579,0.526,1.579,1.105,4.316
meadowed,['57po'],0.684,head,visual,visual,0.245,0.485,0.255,2.105,0.053,1.737,1.579,2.474,0.579,0.526,1.579,1.105,4.316
meadows,"['67po', '69po']",0.684,head,visual,visual,0.245,0.485,0.255,2.105,0.053,1.737,1.579,2.474,0.579,0.526,1.579,1.105,4.316
meal,"['59po', '84po']",0.85,mouth,gustatory,gustatory,0.386,0.208,0.152,0.25,4.85,2.45,2.95,1.95,2.35,4.5,4.25,1.85,4
mean,"['12po', '47po', '54po', '58po', '59po', '88po', '109po']",3.647,head,auditory,auditory,0.388,0.275,0.183,0.476,0.588,0.714,0.588,3.095,2.529,2.667,0.588,0.286,3.176
meaning,"['29po', '41po', '58po', '60po', '63po']",3.471,head,auditory,auditory,0.562,0.26,0.214,0.056,0.706,0.389,0.824,3.056,2.294,1.778,0.706,0.056,2.647
means,"['2po', '7po', '10po', '17po', '33po', '42po', '47po', '49po', '54po', '58po', '60po', '62po', '67po', '72po', '80po', '109po']",1.278,head,visual,head,0.28,0.253,0.14,0.316,0.222,0.684,0.5,1.421,0.833,1.158,0.389,0.368,1.389
meant,"['72po', '109po']",2,head,auditory,auditory,0.294,0.259,0.149,0.5,0.5,0.5,0.5,1.75,1.1,1,0.6,0.5,1.1
measure,"['10po', '58po', '95po', '109po']",1.19,hand_arm,visual,visual,0.364,0.504,0.249,0.65,0,2.9,1.667,2,0.333,0.5,0,0.55,3.238
measured,"['41po', '109po']",0.85,hand_arm,visual,hand_arm,0.23,0.4,0.195,1.571,0.35,3.476,1.35,2.952,0.7,1.238,0.25,1.095,2.75
measurement,['17po'],1.2,hand_arm,visual,visual,0.269,0.455,0.193,1.5,0.2,3.6,1.9,3.35,0.65,0.75,0.15,1.4,3.7
measuring,['58po'],0.684,head,visual,head,0.286,0.457,0.206,1.15,0.316,3.35,1.789,3.75,0.368,0.85,0.263,1.05,3.368
meat,"['69po', '85po']",0.421,mouth,gustatory,gustatory,0.478,0.27,0.195,0.095,4.632,1.381,2.947,1.381,0.737,3.762,3.316,1.048,3.526
medicine,"['1po', '58po']",0.65,mouth,gustatory,mouth,0.291,0.203,0.123,0.722,3.9,2,2.65,3,2.95,4,2.15,1.556,3.7
mellow,['73po'],1.562,head,interoceptive,interoceptive,0.312,0.287,0.173,0.611,0.75,0.667,1.125,2.278,2.812,0.833,0.5,0.944,1.312
melodiously,['12po'],4.333,head,auditory,auditory,0.293,0.802,0.343,0.412,0,0.882,0,2.529,0.467,2.529,0,0.882,0.6
melody,"['5po', '109po']",4.45,head,auditory,auditory,0.543,0.774,0.349,0.35,0,0.65,0.15,4.1,0.6,1.6,0,0.3,0.55
melon,['60po'],0.556,mouth,gustatory,gustatory,0.397,0.283,0.179,0.3,4.444,2.25,2.833,1.85,0.222,3.75,3,0.55,3.889
melting,"['58po', '59po']",0.5,hand_arm,visual,visual,0.208,0.406,0.282,0.476,0.5,1.333,2.65,1.19,0.6,1.19,0.8,0.381,4.3
memory,"['58po', '69po', '109po']",1.053,head,interoceptive,head,0.599,0.365,0.297,0.381,0.474,0.571,0.421,4.286,2.842,0.857,0.526,0.429,1.316
men,"['2po', '63po']",3.706,head,visual,visual,0.165,0.366,0.2,1.316,0.294,2.105,2,2.947,0.294,1.842,0.941,1.684,4.647
mended,"['27po', '60po', '109po']",0.889,hand_arm,visual,visual,0.335,0.426,0.211,0.6,0,3.2,2.444,2.3,1,1,0,0.65,3.222
mending,"['27po', '109po']",0.389,hand_arm,visual,visual,0.419,0.505,0.268,0.278,0,2.444,2,1.778,0.333,0.389,0.167,0.278,2.944
mental,['69po'],1.211,head,interoceptive,head,0.705,0.395,0.332,0.263,0.158,0.316,0.526,4.158,2.737,0.526,0.368,0.263,1.526
mentally,['95po'],1.444,head,interoceptive,head,0.781,0.269,0.382,0.263,0.278,0.263,0.556,4.526,1.833,0.211,0.333,0.263,1.333
mention,"['45po', '109po']",4.5,mouth,auditory,auditory,0.578,0.706,0.343,0.2,0,0.35,0.188,1.75,0.25,4.1,0,0.35,1.438
mentioned,"['4po', '109po']",4.5,mouth,auditory,auditory,0.578,0.706,0.343,0.2,0,0.35,0.188,1.75,0.25,4.1,0,0.35,1.438
merciful,['59po'],2,head,visual,head,0.357,0.354,0.219,0.5,0,1.2,0.35,3.3,2.3,2.1,0,0.75,2.55
mercy,"['1po', '5po', '84po']",2.105,head,visual,head,0.27,0.333,0.188,0.75,0,1.3,0.368,2.6,2.053,1.7,0,0.7,2.263
merry,['90po'],2.467,head,interoceptive,interoceptive,0.39,0.208,0.16,0.421,0.8,0.526,0.8,2.474,2.8,1.316,0.867,0.526,1.867
message,"['4po', '12po']",4.056,head,visual,visual,0.275,0.465,0.258,0.45,0,1.9,0.389,2.35,0.278,2,0,0.4,4.111
messed,['67po'],1.45,head,visual,visual,0.286,0.452,0.24,1.095,0.1,2.238,1.6,3.095,1.05,1.19,0.85,0.714,4.35
met,['72po'],1.806,head,visual,head,0.343,0.425,0.21,0.526,0,1.474,0.968,3,1.258,1.579,0.032,0.632,3
method,['8to'],1.45,head,visual,visual,0.432,0.505,0.269,0.389,0.1,1.111,0.25,2.167,0.55,0.611,0.1,0.222,2.7
middle,"['12po', '51po', '58po', '59po', '63po', '109po']",0.353,head,visual,visual,0.212,0.722,0.349,0.7,0,1.15,0.588,1.6,0.353,0.55,0,0.95,3.353
midnight,['48po'],0.789,head,visual,visual,0.701,0.622,0.377,0.15,0,0.25,0,2.45,0.895,0.4,0.263,0.1,3.211
might,['69po'],1.684,hand_arm,interoceptive,interoceptive,0.113,0.311,0.159,1.45,0,1.6,0.895,1.25,2.158,0.85,0.053,1.5,2.158
mild,['41po'],1.4,head,gustatory,gustatory,0.128,0.194,0.118,0.947,2.8,0.947,0.95,1.737,1.75,1.526,1.55,1,1.1
mildreds,['7to'],3.818,head,visual,head,0.124,0.225,0.11,2.476,0.909,3.381,3,4.476,1.455,3.81,2.091,2.429,4.455
milk,"['63to', '64to', '109po']",0.833,mouth,gustatory,gustatory,0.451,0.265,0.194,0.222,4.667,1.222,1.833,1.5,1.056,4.056,1.944,1.5,4.111
mill,['65po'],1.25,head,visual,visual,0.351,0.384,0.246,0.467,0.312,1.8,1.625,1.933,0.375,0.133,0.938,0.8,3.312
mind,"['61po', '109po']",1.45,head,interoceptive,head,0.846,0.314,0.31,0.056,0.85,0.167,1,4.333,3.55,0.389,0.8,0.111,1.1
minding,['59po'],1.933,head,visual,head,0.515,0.272,0.242,0.471,0.4,0.765,0.467,3.471,1.4,0.647,0.4,0.471,2.267
mine,['61po'],1.85,head,visual,visual,0.141,0.226,0.115,1.474,0.8,2.684,2,2.947,1.7,1.895,1.25,1.474,3.25
mingle,"['4po', '59po']",2.667,mouth,visual,visual,0.159,0.389,0.168,2.05,0.222,2,1.222,3.05,1,3.55,0.333,1.6,3.833
minister,['60po'],3.789,mouth,visual,visual,0.17,0.432,0.232,0.85,0.053,1.7,0.842,2.15,0.316,2.2,0.211,1.05,4.053
ministering,['27po'],3.789,mouth,visual,visual,0.17,0.432,0.232,0.85,0.053,1.7,0.842,2.15,0.316,2.2,0.211,1.05,4.053
mischief,['59po'],2.412,head,visual,head,0.135,0.271,0.139,1.941,0.588,2.588,1.059,3.647,2,2.529,0.529,1.941,3.176
misdeeds,['59po'],2.062,head,visual,visual,0.387,0.454,0.254,0.75,0.125,1.25,0.25,2.4,1.375,1.45,0.125,0.1,3.5
mismanaged,['18po'],1.806,head,visual,visual,0.395,0.481,0.237,0.256,0.083,1.093,0.306,2.605,0.583,1.581,0.139,0.419,2.861
misplaced,['19po'],0.471,hand_arm,visual,visual,0.302,0.51,0.238,0.65,0,2.5,1.412,2,0.882,0.75,0,0.55,2.882
missing,['19po'],2.444,head,visual,visual,0.385,0.275,0.183,0.526,0.778,0.579,1.111,2.737,1.5,1.211,0.667,0.684,3.389
mission,['58po'],2.211,head,visual,visual,0.246,0.336,0.186,0.9,0.158,0.95,0.737,2.2,1.158,0.85,0.263,0.8,2.526
mistake,"['2po', '53po', '60po', '109po']",2.875,head,visual,visual,0.242,0.28,0.164,0.9,0.562,1.5,0.625,2.5,2.625,1.85,0.438,0.7,3.375
mistaken,['58po'],1.824,head,visual,head,0.448,0.333,0.238,0.2,0.118,0.4,0.235,2.8,1,1.85,0.353,0.55,1.941
mixed,"['12po', '59po', '60po', '61po', '109po']",0.526,hand_arm,visual,visual,0.262,0.435,0.229,0.474,1,1.895,0.474,1.526,0.684,0.947,0.368,0.579,3
mixture,"['4po', '60po', '109po']",0.941,hand_arm,visual,visual,0.35,0.392,0.238,0.105,1.706,2.316,1.412,1.842,0,1.632,1.882,0.421,3.824
moist,['62po'],1.062,mouth,haptic,haptic,0.225,0.22,0.13,1.053,2.375,2.211,4,1.579,1.25,3.158,1.312,1.368,3.375
money,['61po'],0.667,hand_arm,visual,visual,0.277,0.415,0.264,0.5,0,2.15,3.667,2,0.5,0.7,1.278,0.6,4.333
monkey,['49po'],2.81,head,visual,visual,0.443,0.406,0.268,0.5,0,1.5,1.381,2.35,0.048,0.2,1.333,0.3,3.81
monster,"['59po', '61po', '109po']",3.2,head,visual,visual,0.218,0.368,0.233,0.955,0,1.136,1.45,2.364,1.5,1,0.9,1,4.1
monstrous,['14po'],1.618,head,visual,visual,0.285,0.472,0.24,0.871,0.088,1.484,0.941,3.194,1.324,1.581,0.382,1.032,4.059
moon,"['45po', '95po', '109po']",0.111,head,visual,visual,0.644,0.867,0.464,0.318,0.056,0.591,0.222,3.273,0.222,0.227,0.056,0.318,4.778
morning,"['4po', '58po', '60po', '109po']",2.353,head,visual,visual,0.192,0.373,0.184,1.632,0.294,1.789,0.118,3.158,1.706,1.684,1.235,1.316,3.588
mostly,"['68po', '81po']",1.889,head,visual,visual,0.15,0.319,0.197,0.5,0.278,0.8,0.778,1.1,0.778,0.95,0.389,0.65,2.333
mountain,"['59po', '61po', '68po', '109po']",0.391,head,visual,visual,0.274,0.62,0.243,3.263,0,2.579,1.435,3.579,0.304,0.421,0.696,1.684,4.609
mountainous,['58po'],0.211,head,visual,visual,0.286,0.705,0.365,1.579,0.053,0.842,0.684,1.684,0.316,0.211,0.316,0.842,3.947
mounted,"['20to', '43po']",0.471,hand_arm,visual,visual,0.244,0.49,0.196,2.4,0,2.45,1.824,1.8,0.706,0.25,0.059,2.1,2.941
mounting,"['41po', '58po', '60po', '61po']",0.6,foot_leg,visual,foot_leg,0.304,0.369,0.173,2.556,0.1,2.389,2.45,0.944,0.75,0.222,0.1,1.556,2.5
mouse,['59po'],2.744,hand_arm,visual,visual,0.439,0.42,0.298,0.143,0.051,1.857,1.744,1.619,0.282,0.143,0.692,0.143,4.077
mouth,['61po'],1.211,mouth,visual,mouth,0.719,0.206,0.277,0.211,2,0.579,2.579,1,1.263,4.895,0.737,0.053,2.947
mow,['84po'],3.032,hand_arm,visual,visual,0.317,0.329,0.169,3.235,0.097,3.353,2.065,1.882,0.226,0.235,1.452,1.118,3.516
much,"['2po', '14po', '17po', '20po', '41po', '58po', '60po', '61po', '100po', '109po']",1.875,head,visual,visual,0.312,0.27,0.2,0.476,0.812,1.143,1.438,1.81,0.938,0.762,0.688,0.381,3.062
mud,['59po'],0.737,foot_leg,visual,visual,0.25,0.44,0.256,2,0.105,1.8,3.053,1.55,0.105,0.4,0.842,0.65,4
muncher,['57po'],2.2,mouth,gustatory,mouth,0.603,0.27,0.259,0.158,2.733,0.737,0.8,1.263,1.067,4.316,0.267,0.421,2.067
munchers,['57po'],2.2,mouth,gustatory,mouth,0.603,0.27,0.259,0.158,2.733,0.737,0.8,1.263,1.067,4.316,0.267,0.421,2.067
murder,['62po'],2.056,hand_arm,visual,visual,0.14,0.449,0.172,2.05,0,3.35,1.056,3.05,0.889,1.65,0.167,2.05,3.389
murmur,['58po'],4.375,mouth,auditory,auditory,0.479,0.795,0.382,0.15,0,0.3,0,1.55,0.688,3,0,0.95,0.438
mushes,['60po'],0.933,mouth,visual,visual,0.201,0.22,0.124,1.5,2.2,2.7,3.333,1.95,0.867,2.75,1,0.8,3.467
music,"['59po', '69po', '109po']",4.833,head,auditory,auditory,0.311,0.613,0.261,1.25,0,1.65,0.111,4.45,1.944,2.1,0,1.15,1
musical,['69po'],4.263,head,auditory,auditory,0.246,0.533,0.222,1.333,0,2,0.053,4.095,0.842,2.429,0,1.381,2.842
mussed,['72po'],1.133,hand_arm,visual,visual,0.314,0.422,0.266,0.421,0.2,1.842,2.533,1,0.333,0.789,0.133,0.474,3.4
mussle,['85po'],0.062,hand_arm,visual,hand_arm,0.214,0.355,0.191,3.833,0.25,4.5,2.875,2,2.25,1.389,0.062,2.833,3.125
mustard,['2po'],0,mouth,gustatory,gustatory,0.508,0.349,0.236,0.211,4.684,1.105,1.632,1.316,0.158,3.474,3.211,0.316,3.737
mutton,"['52po', '59to', '59po']",0.438,mouth,gustatory,gustatory,0.496,0.289,0.196,0.111,3.625,1.111,1.562,1.333,0.25,3.222,2.688,0.5,3.125
